TranslatedRecipeName,TotalTimeInMins
Creamy Herb Roasted Potato Soup In a Bread Bowl,50
Sambal Telor with Nasi Uduk  ,40
Pasta Primavera With Fresh Basil,40
Assamese Style Dil Pasand,45
Kothavarangai Paruppu Usili,80
Broccoli And Aloo Lifafa Paratha,50
Eggless Mango Cheesecake,155
Cheesy Bruschetta With Capsicum And Tomatoes,50
Uddina Hittu  ,20
Papad Er Dahna,65
Konkani Style Doddak,68
Eggless & Gluten free Oats Banana Brownie,60
Turai Aloo Ki Sabzi,35
Pachai Payaru Payasam,260
Garlic Toasted Beans Salad,15
Sri Lankan Chicken Curry,35
Ratalu Ki Chutney,40
Onion Rava Dosa,55
Awadhi Style Nargisi Kofta  ,50
Tawa Tandoori Roti,60
Kashmiri Rajma,550
Barnyard Millet Jaggery Payasam,25
Pabda Macher Kalo Jeera Diye,60
Strawberry Cheesecake Bars,80
Homemade Ghee,0
Stuffed Capsicum Makhani,55
General Tso's Cauliflower,45
Broken Wheat And Green Moong Khichdi,50
Quick And Simple Egg Curry ,55
Mirchi Ke Tipore,18
Peanut Chilli Dipping Sauce,10
Cheese Garlic Bread,25
Sriracha Hummus,515
Chocolate Almond Raisin Cookie,65
Savory Oatmeal Bowl with Chettinad Mushroom and Green Peas Stir Fry,35
Lemon Buttermilk Cake,40
Moroccan Baked Fish,65
Roasted Red Pepper and Pumpkin Soup,45
Vegetarian Sago Dumpling,65
Pumpkin Raita,30
Whole,35
Zoodles Tossed In Cashew Cilantro Pesto  ,20
Chickpea Tikka Masala,65
Maa Ki Dal,160
Kung Pao Tofu With Vegetables,50
Soulful Chicken Soup,35
Bathua Aloo Paratha,70
Saffron Pilaf,25
Vellarikka Kosumalli,15
Baked Amritsari Kulcha  ,20
Baked Farfalle Pasta With Mushrooms Peas And Lemon White Sauce,55
Orange Yogurt Cake,50
North Indian Chawli ki Sabzi  | Yard Long Beans | Barbati | Karaman,40
Roasted Coriander Potatoes With Thyme,60
Fenugreek Makhana Matar Korma,40
Chicken Tikka,165
Amarnath Suji & Oats Dhokla,45
Postal Millet Lemon Rice,60
Banana Bran Muffin,40
Bengali Special Chocolate Sandesh  ,55
Baked Polenta Fries,60
Beer Batter Prawns,50
Menemen,35
Makhana Badam Mixture,30
Pasta In Spinach Basil Sauce,50
Spicy Sweet Corn & Oat Fritters,50
Kashmiri Style Noon Tea,20
Chilli Paneer,40
Beetroot Falafel With Pita Bread,40
Dry Fruit Halwa,60
Potato Roulade,60
"Simple Winter Salad With Beet, Carrots & Feta",35
Chatpata Kala Chana Pakora Roll / Frankie,40
Seppankizhangu Roast ,55
Moong Dal Ghughra  ,90
Onion Kachori,60
Sitaphal Rabdi,100
Tulsi And Betel Leaves Rasam,40
"Kachumber Salad  With Cucumber, Onion & Tomatoe",15
Spaghetti Pasta Alla Puttanesca,45
Vegetable Rava Idli,40
Vegetarian Chinese Samosa,55
Khichdi With Fresh Spices,60
Parsi Style Stuffed Eggplant ,65
Chettinad Kavuni Arisi Sweet  ,40
Stuffed Masala Aloo Naan  Made Without Ove,70
Chettinad Mutton Chops Kuzhambu,70
Avengers Cheeseburger,55
"Stuffed Tomatoes with Quinoa, Spinach and Cheese",40
Cheesy Baked Spaghetti Pasta,65
Palak Tambuli  ,30
Spirulina and Mint Basil Pesto,15
Homemade Spring Roll Wrapper,30
Semiya Biryani,25
Chewy Pumpkin Seed Chikki,25
Honey Roasted Sweet Potato With Red Onions,55
Orange Peppermint Green Tea Punch,25
Karwar style Tousali,160
Puffed Rice Bar,35
Roat  | Uttarakhand Style Sweetened Flatbrea,45
Penne Pasta  In Roasted Carrot Sauce & Olive,55
Apple Puree  ,40
Bakery Style Baked Nippattu,60
Karamani Sundal,30
Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad,60
Herbed Brown Rice,30
Oat Olives and Broccoli Sandwich Spread,20
Thai Style Sweet Khao Tom  ,35
Nawabi Tawa Paratha,40
Crispy Chicken Pakoda,35
Rajma Sagwara,35
Roasted Vegetable Pasta Primavera,40
Sweet Potato Kheer,35
Classic New York Style Cheesecake,100
Niramish Aloo Dum,45
Murgh Palak,75
Homemade Loaded Chicken Nachos,25
Japanese Style Chicken Katsu Curry,35
Kerala Style Tomato Fry,30
Coconut & Ricotta Dip with Banana Chips,120
Fettuccine Pasta  With Roasted Red Bell Pepper Sauc,30
Mangalore Style Nurge Gashie,45
Chana Aur Aloo Ki Sookhi Sabzi ,30
Apple Almond Cake  | With Eggless Versio,100
Sri Lankan Dal,30
Kerala Chicken Curry,40
Roasted Mushroom,35
Crispy & Spicy Paneer Starter,100
Prawn Cutlets With Sweet Potatoes Wedges,70
Aloo Amritsari,45
Carrot Pachadi With Coconut,15
Kashmiri Paneer Gravy,25
Parsi Steel Paneer  with Charwell E,20
Crispy Pan Fried Pomfret,25
Chapor Ghonto  ,75
Khao Neeo Mamuan,40
Hariyali Egg Curry  In Coriander and Mint Grav,35
Awadhi Style Chickpea Kofta Biryani,65
Tomato and Sunflower Seed Dip,20
Broccoli & Vegetable Coconut Curry,60
Dry Chilli Baby Corn  ,40
Murgh Aur Masoor Dal,55
No Bake Peanut Butter Granola Bar,30
Arbi Masala  with Arabic Masala Kasuri Meth,35
Chipotle Roasted Mushroom Vegetarian Quesadilla,50
Tomato Methi Rice ,30
Chilli Garlic Toast,25
Kollu Thogayal,15
Peanut Raita,10
Sikkim Style Steamed Chicken Momo,50
Jhure Jhure Aloo Bhaja,30
Beetroot and Fig Chutney,35
Kela Matar ki Sabzi,35
Kongunadu Style Period Kujambu,40
Buttered Herbed Rice,40
Jain Style Paneer Makhani,50
Mushroom Quiche,120
Palakatti Chettinad Curry,50
Dal Bukhara,80
Mini Naan  With Pindi Chol,55
Gujarati Tawa Handvo,50
Bhatt Ki Dal,35
Gola Kebab ,30
Churma Ladoo,52
Thenga Vada  ,60
Chettinad Pazha Payasam,120
Awadhi Style Sultani Dal ,40
Mushroom and beet wellington With Red Vinaigrette Sauce,410
Chinese Savoury Rice Porridge  With Pumpki,40
Mango Shikanji,10
Brinjal Tomato Vegetabl,50
Cauliflower Kurma ,80
Zucchini Parmesan Fritters,30
Kerala Pumpkin Black Eyed Beans Erissery,30
Mushroom Corn Masala Dosa  Using Ragi Idli Dosa Batte,35
Apple Cinnamon French Toast,30
Homemade Vada Pav  With Cheesy Aloo Vad,55
Whole Wheat Mushroom Spinach Calzone,190
Cheesy Corn And Onion Toasts,10
Parsi Rotli,30
Fennel Turmeric Walnut Soup With Apple And Raw Mango,50
Goan Chicken Vindaloo,50
South Indian Style Vegetable Kurma,60
Maharashtrian Multigrain Thalipeeth,55
Kerala Style Vattayappam  ,545
Italian Style Potato And Cucumber Salad,40
Moong Sprouts Usal,40
Apple Empanadas,45
Karnataka Style Bassaru,55
Spicy Cabbage Rice  ,65
Dal Vangi,55
Creamy Garlic Mashed Potatoes,40
Fujian Style Hot Dry Noodle,30
Mulakootal  ,70
Buckwheat Crepes Stuffed With Spinach And Eggs,50
Rosemary Chicken Rice  With Spicy Tomato Garlic Sauc,45
Elaneer Rasam,40
Dhaba Style Dal Palak  ,40
Green Beans Fry,40
Palak Baingan Ki Sabz,40
Karwar Style Muga Ambat  ,25
Malvani Kurkuri Bhindi,30
Spinach Lemon Spaghetti,30
Nepali Aloo Tareko,25
Mangalore Style Southe Gatti/Southekayi kadubu  ,30
Kashmiri Style Shami Mutsch,80
Dhaba Mutton,190
Kathirikai Poondu Pirattal,45
Kesari Pittal,35
Bendekayi Puli Koddel,30
Eggless Whole Wheat Pineapple Muffins,60
Vegan Cucumber Semolina Cake,60
Cashmere Steel Fried Tomato,55
Ragi Kanji ,30
Peanut Butter Oat Almond Energy Bar,35
Whole Wheat Cupcakes,60
Spirulina Protein Energy Balls with Ragi,15
Potato Sagu  For Rava Idl,55
Ammini Kozhukattai,50
Sindhi Tidali Dal,149
Shahi Paratha,60
Paneer And Almond Milk,60
Fish Jaismandi,45
Dark Chocolate Sandesh ,50
Beetroot And Tofu Patty,90
Chicken In White Gravy,25
"Mushroom, cheese and soy chunk samosa",60
Karwar Style Yerappe Ani,510
Vegetarian Chinese Sizzler With Noodles & Momos,90
Khatte Pudina Aloo,25
Red Chilli Thech,30
North Kanara Sour Sweet Mango Chutney,30
Instant Rava Pizza Uttapam,35
Crispy Amla Gawar Pod Sabzi,45
Narangi Pulao,35
Healthy Homemade Ragi Dosa,390
The Goan Kelyachyo Fodi  ,55
Crunchy Baked Cheese Crisps,11
Veggie Penne Pasta  In Creamy Roasted Carrot Sauc,50
Delicious Butter Chicken Pani Puri,50
Vegetarian Wonton Soup,50
Stuffed Mooli Paratha  With Radish Green,60
Parwal Masala,30
Nadan Meen Kari  ,45
Sweet & Spicy Coriander Tadka Raita ,30
Green Beans In Pomegranate Cream Sauce,25
Sweet Mixed Fruits And Granola Breakfast Wraps,25
Vazhaipoo Podimas,55
Paan Gulkand Sharbat,10
Baked Beans Potato Chaat,55
Doddapatre Tambuli  ,30
Open Burger with Vegetable Patty,100
Chow Chow Verkadalai Masala Curry,40
Indian Chicken Keema Sliders,60
Pazhutha Manga Pachadi,35
Chocolate Espresso Custard Pudding,50
Karnataka Style Utthatthi Payasa,35
Sugarcane Kheer,50
Kaanole  ,50
Mexican Chicken Fajita,65
"Black Rice, Barley & Flax Seeds Congee",40
Prawn Masala Kozhukattai,95
Goan Style Mushroom Shagoti,35
Aloo Poha,50
Vagharelo Bhaat,35
Chinese Style Stir Fried Water Chestnut with Vegetables,55
No Onion No Garlic Raw Tomato Sabzi,30
Kumaoni Style Palak & Methi Ka Kapa,25
Paka Kela Ki Sabzi ,30
Soya Chunks Masala in Coconut Milk ,40
Kerala Style Egg Roast Curry,60
Chikkudukaya Vepudu,35
Bendekaayi Gojju ,45
Carrot Methi Pachadi ,20
"Kala Chana Salad  With Carrots, Cucumber & Tomatoe",15
Kesar Pista Lassi,25
Grated Beetroot Chilli Paratha,40
Kale White Bean Hummus Dip,20
Five Spice Bean Burger,30
Lemon Poppy Seeds Pancakes,35
Beetroot Halwa  ,60
South Indian Style Fish Curry,40
Almond Butter & Fig Muesli Bar,90
Tripura Style Kosoi Bwtwi,30
Namak Para  ,45
Basic Homemade Bread  Using Yeas,270
Palak Puri,30
Tomato Quinoa,35
Garlic And Pepper Mushroom Stir Fry,35
Homemade Chocolate Sauce,15
Zafrani Mawa Cake  ,60
Thecha Paniyaram,30
Chamadumpa Vepudu,35
Savoury Oatmeal Porridge,30
Sambar Rice,65
Mushroom Masala Cheese Omelette,20
Carrot Methi Jowar Thepla,35
Roasted Beet Feta Salad,40
Karnataka Style Beetroot Palya,20
Mushroom Poha Cutlets,20
Strawberry Mojito,30
Lab E Shireen,50
Homemade Vegetable Stock,30
Welsh Apple Cinnamon Scones,50
Whole Wheat Lachha Paratha,70
Oats And Coconut Dosa,25
Spicy Crab Masala,80
How To Make Preserved Pineapple,30
Avocado Raita,35
Asian Carrot Ginger Lentil Soup,35
Spicy Potatoes and Lady's Finger Stir Fry ,45
Soft & Delicious Ragi Mudde,55
Oats Uppu Kozhukattai,30
Spinach Watermelon Salad,15
Arbi Shimla Mirch Sabzi  – Colocasia Capsicum Sabz,55
Kadai Chole,55
Chaman Qaliya ,45
Paneer Shashlik Sizzler,40
Milagu Sadam ,30
Karwar Style Surana Bhaji,30
Spiced Apple Crumble  with Greek Yogur,35
Meat Ka Achaar  ,65
Tindora Sambharo,35
Rajasthani Ghevar,45
Chanar Paturi ,50
Karwar Style Kalingana Polo,70
Tirunelveli Sodhi Kuzhambu,45
Potato And Cauliflower In Peanut Curry,45
Pudina Idli,30
Kanda Kairichi Chutney,20
Amtekai Gojju,50
Ribs With Guava Barbecue Sauce,160
Makhana Moongphali Ki Kadhi,50
Sindhi Dharan Ji Kadhi,30
Paprika Chicken Skewers,55
Chinese Spiced Noodle Cutlets,40
Bloomed Potato Cheesy Muffins,35
Tomato Noodle Soup,40
Farfalle Pasta  In a Creamy Mushroom Sauc,40
Aloo Bhindi ,60
Vegetarian Thai Green Curry With Tofu,70
Indian Style Kala Chana Salad,30
Stuffed Portobello Mushrooms  With 7 Grain Rice And Sprout Sala,60
Lemon Oats ,30
"Beetroot, Amla And Pudina Juice",10
Chakkra Pongali  ,35
Sobji Diye Bhaja Muger Dal,50
Andhra Style Sarva Pindi/Gine Pindi  ,40
Sun Dried Tomato Olive Pasta In Fresh Tomato Sauce,45
Pudina & Dhaniya Raita,15
Bengali Doi Potol  ,40
No Onion No Garlic Oriya Style Moong Dalma,60
Spicy Eggplant & Capsicum Curry ,70
Whole Grain and Oat Buns  ,120
Kanchipuram Masala Dosa  With Soya Dosa Batte,390
Thakkali Gotsu  | Thakkali Curry | Spicy & Tangy Tomato Grav,30
Raw Mango Raita,30
Dal Fry,30
Chicken Schezwan Mom,50
Himachali Mutton Rara,110
Raw Banana Bajji,20
Tofu Masala Rice  ,65
Mango Iced Tea,40
Smoky Eggplant Soup,45
Poblano Chili Rellenos,50
Thandai Phirni,40
Whole Wheat Vegetable Chilla ,50
Layered Paneer Butter Masala Biryani,45
Spicy Aloo Naan,80
Carrot Ginger Juice,15
Bullseye On Toast,15
Noodle Soup  with Vegetable,60
Chole Pindi  ,620
Traditional Amritsari Chole  | Punjabi Chole Masal,50
Bengali Kosha Mangsho,185
Besan And Green Pea Cheela,40
Aloo Baingan Ki Sabzi ,50
Palak Pappu,50
Tok Dal  ,55
Smoky Eggplant Soup,45
Bihari Style Baingan Ka Chokha ,40
Chettinad Sweet Paniyaram,25
Tofu & Veggie Coleslaw Sandwich,35
Gujarati Kobi Marcha No Sambharo,20
Tandoori Paneer Tikka Skillet Pizza,45
Mixed Vegetable Idli Upma,20
Chenai Kizhangu Poricha Kootu  ,45
Sindhi Dal Pakwan,55
Thai Chicken Massaman Curry,55
Tomato Jam,50
Carrots & Sweet Potato Stuffed Paratha,45
Vazhaipoo Paruppu Usili,40
Chilli Paneer Momo,35
Sticky Date Pudding With Butterscotch Sauce,50
Spicy Quinoa Upma,50
Italian Style Spinach Tomato Soup,45
Andhra Dondakaya Ulli Kura Karam  | Andhra Kovakkai Fr,35
Bengali Bhetki Begum Bahar  ,100
Pineapple Jal Jeera,20
Achari Paneer Masala,30
Steamed Cauliflower Curry  ,30
Lauki Ki Kheer ,35
Matar Kachori,120
Murungai Keerai Sambar,35
Methi Turai Ki Sabzi ,30
No Bake Cocoa Oats Cookies,20
Chettinad Vegetable Pulao,60
Dry Fruits Suzhiyam ,420
No Onion No Garlic Raw Tomato Sabzi ,30
Eggless Double Chocolate Sugar Bite Cookies,22
Roasted Garlic Tomato Chutney,15
Spinach Dal ,50
Raw Mango Coconut Chutney,25
Ridge Gourd Tambli,35
Attukal Mochai Kuzhambu,120
Karwar Style Anasa Patal Bhaji,40
15 minute Cauliflower Fried Rice,30
Peshawari Karahi Gosht,55
Tofu Stir Fry Curry,40
Tandoori Aloo Tikka,60
Bajra & Dal Cheela  ,445
Watermelon Panzanella Salad,25
Kela Besani Sabzi,40
Amlechi Uddamethi,40
Mozzarella Basil Sandwiches,30
Karamani Sundal,30
Oriya Special Dalma,73
Green Chutney Aloo Chaat,30
Italian Grissini,155
Restaurant Style Green Peas Masala,50
Cherupair Thoran,30
Dhaba Style Dal Fry  ,30
Cucumber Tomato Corn Peanut Salad With Lemon,30
Bharli Bhendi,65
Cucumber Ginger Lemonade,15
Pyaz Wali Bhindi  | Bhindi Do Pyaz,40
Achari Lachha Paratha,25
Whole Wheat Strawberry Banana Muffins,45
Sindhi Pakwan,45
Bele Dose  ,510
Multa Black Arabic  ,40
Greek Style Bourekia  ,60
Andhra Style Usirikaya Pachadi  ,25
Gajar Halwa Barfi  ,40
Lemon Pudina Curry Leaf Shikanji,10
Kashmiri Style Mutton Gogji Syun,65
Cheesy Chinese Bhel,25
Whole Wheat Spinach Paratha,40
Healthy Snack Bowl,25
Thonnai Idli  ,420
Sweet Spinach Whole Wheat Muffin,35
Crunchy Carrots In Hot Dogs Buns,20
Chukku Kaapi,12
Coconut Jaggery Burfi,25
Makki Ki Puri  ,50
Vegetable Chops,60
Goli am,50
Andhra Style Peanut Chutney,30
Andhra Style Zucchini Tomato Chutney,30
Sali Par Eedu,25
Jeera Aloo Sabzi ,40
Gujarati Palak Dhokla,50
Moongphali Bhindi,40
Murgh Musallam,105
Vankaya Gasagasala Kura | Andhra Style Eggplant Poppy Seeds Curry,45
Carrots And Coriander Fritters,30
Kathiyawadi Shaak,30
Pudalangai Thogayal  ,30
Chamomile Tea,7
Creamy Sweet Corn And Jalapeno Dip,10
Bangkok Coconut Curry Noodle Bowl,50
Rajasthani Dal Muthia,30
Dill Leaves & Parmesan Dip,10
Healthy Eggless Date Squares,55
Dragon Fruit and Rose Water Popsicle,500
Granola Yogurt Parfait  with Fresh Kiwi & Pomegranate,30
High Fiber Oat And Orange Coconut Parfait,20
Dosakaya Pappu,40
Manganem,300
Bhogichi Bhaji  ,40
Rose Flavoured Golden Almond Milk,25
Dal Tadka,40
Chicken Crepe Lasagne,35
Drumstick Spinach Fry With Moong Dal,25
Irish Barmbrack,80
Kumro Patai Ilish Paturi,55
Goan Mushroom Xacuti,60
Chocolate Coconut Pistachio Bites  ,20
Spinach Watermelon Salad  With Walnut,15
Dondakkai Puli Curry,45
Corn Stuffed Paratha,60
Kongunadu Urulai Kurma  ,55
Vietnamese Style Vegetarian Spring Rolls  With Peanut Dipping Sauc,30
Coconut Coconut Chili Powder,30
Kerala Style Beetroot Pachadi ,35
Puli Koozh,25
Okra Idli  ,539
Hoisin Tofu & Mushroom Stir Fry with homemade Hoisin Sauce,40
Mango Orange  | Want semolina lighter | Mango Shi,30
Thai Roasted Vegetables with Peanut Coconut Sauce,40
Thai Coconut Garlic Rice,25
Sakkare Achhu  ,50
Soya Pilaf / Pulav,70
Kashmiri Dahi Baingan,25
Vegetarian Grilled Gyros,55
Bengali Style Cholar Dal,50
Homemade Healthy Sour Cream,10
Andhra Style Kakarakaya Vepudu,50
No Onion No Garlic Black Eyed Beans Curry ,40
Buttered Mashed Potatoe,25
Besan Aur Pyaz Ka Cheela,50
Vazhaithandu Mor Kootu  ,30
Restaurant Style Chicken 65,95
Spicy Mexican Layered Chilli Rice,765
Millet Pea Khichdi ,290
Quinoa With Grilled Zucchini & Chickpea,60
Tomato Garlic Chutney ,30
Mango Sago Kheer,40
Almond Elachi Kulfi,630
Spinach Mushroom Fry,25
Tomato Garlic Chutney,30
Turmeric Amla Ginger Juic,20
Shorshe Maach,40
Nagori Puri  ,30
Sweet Boondi / Meethi Boondi,110
Sri Lankan Egg Curry,60
Coorg Style Kulae Puttu,45
Whole Moong Dal Vada,60
Palak Matar,50
Carrot Ginger Dal Soup,35
Atar Payesh  ,50
Bengali Style Sheem Poshto,40
Tomato Basil Risotto  With Grilled Chicke,40
Stuffed Corn and Capsicum Paratha  with Herb,50
Kaleji Ka Faal,20
Calzone/ Pocket Pizza/ Mc Puffs  ,130
Besan Barfi,50
Crispy Palak Pakora,40
Papad Ki Sabzi  ,30
Creamy Mushroom Ravioli  In Mint Mayo Sauc,60
Bengali Style Chingri Posto  ,40
Prawn Fritters  ,25
Grape Wright,10
Mexican Style Vegetable Fajita,30
Awadhi Moong Dal Ki Goli,45
High Protein Chickpea Potato Hash Brown,35
Mughalai Shahi Kaju Aloo Ki Sabzi,65
Kasuri Malai Murgh Tikka,75
Baked Penne Pasta With Roasted Peppers In Marinara Sauce,35
Kodava Ellu Pajji,15
Rajasthani Mirchi Bada,45
Zucchini Pancake  With Tomato Sals,30
Fried Artichokes  Flavored With Lemon & Ginge,30
One Pot Pressure Cooker Chicken Curry,40
Makai Wali Bhindi,35
Utanki,280
Masala Pav  With Chees,25
Barley Rava Idli,400
Mooli And Moong Dal Sabji,25
Mangalorean Chicken Ghee Roast,105
Karnataka Style Sandige Huli  ,230
Chicken Keema Sliders,60
Vegetable Tartlets,105
Pudina Rice ,50
Lu Methi Vegetable,50
Yele Kadubu  With Sweet And Spicy Onion Chutne,30
Red Bean Mexican Burrito Bowl,90
Mulyachi Bhaji,40
Spicy Chickpeas Aloo Salad Chaat,40
Bulgur Wheat Potato Patty,60
Mujaddara  ,225
Tamil Nadu Style Broccoli Poriyal,30
Spinach Corn & Cheese Momo,35
Beans Matki Bhaji,50
Kerala Style Chena Mezhukkupuratty,45
Ragi Appam,230
Vegan Malai Cabbage,30
Besan Chila  Stuffed with Chatap Panee,25
Protein Fingers,30
Baked Chevdo  ,50
Mixed Sprouts Sabzi ,60
Totapuri Mango Chutney,40
Spicy Chettinad Fish Fry,60
Roasted Cherry Tomato Soup,55
Khatti Meethi Palak Khichdi,30
Spaghetti Arrabiata Pasta,55
Pheki Mathri,60
Red Capsicum Chutney,25
Kabuli Chana & Moongphali Salad,90
Mushroom Masala With Corn,30
Poha Stars  ,50
Apple And Pomegranate Smoothie,20
Lahsuni Palak Dal  ,50
Healthy Oats And Nuts Energy Bar,60
Coconut Chutney,20
Lauki and Whole Green Moong Dal Cheela,25
Khajoor Imli Chutney,90
Egg Butter Masala ,60
Spinach Coconut Zucchini Soup,30
Whole Wheat Sun Dried Tomato Focaccia Bread | Healthy Homemade Bread,150
Cheese Tarts,115
Spinach Oats Vada,50
Dhania Wale Aloo,40
Rajasthani Papad Ki Sabzi,30
Kandarappam  ,300
Spinach & Broad Bean Shakshuka,55
Radish Raita,35
Raw Mango Prawns Curry,50
Kala Desi Chana ,45
Corn And Drumstick Leaves Salad,20
Slow Cooker Mexican Chicken Stew,360
Dairy Free Balsamic Strawberry Ic,980
Simple Steamed Indian Beet Salad,25
Herb Mushroom Bruschetta,30
Maharashtrian Style Surnachi Koshimbir,40
Orange Rasam,35
Jodhpuri Kabuli,65
Moong Dal Tadka ,80
Dhaba Style Urad Dal,55
Hariyali Dum Aloo,40
"Vegetable Sizzler  With Potato Tikki, Mint Rice & Corn and Spinach Sauc",55
Tempura Chicken Wings With Barbecue Sauce,40
Moong Dal Tikki,155
Mughlai Zafrani Murg,35
Mixed Vegetables Oats Idli,55
Gajar Methi Poriyal,25
Agathi Keerai,40
Simple Lemon Tea,7
Bengali Style Dimer Chop,60
Aluchi Bhaji,30
Traditional Anarsa  With Curd ,62
Bengali Steam Doi,55
Peanut Chutney,30
Apple Cinnamon Soy Smoothie,10
Stuffed Butter,35
Khakhra Pizza  With Cheese Spread & Roasted Vegetable,35
Gluten Free Rajgira Barfi,40
Gobi Ke Kofte  ,75
Cholar Dal,50
Shahi Vegetable Pulao,75
Chow Chow And Beans Poriyal,40
Kuthiraivali Upma Kozhukattai  ,55
Fresh Strawberry Jam,30
Ellu Sadam,40
Sun Dried Raw Mango Raita,11
Kerala Style Chakka Chased Ari Payasam,70
Bengali Style Kosha Mangsho,30
Chana Pulao,525
Orange Marmalade Tea Cake,70
Parsi Mawa Cake  ,90
Carrot Cauliflower Peas Sabzi,25
Taco Chaat,30
Gooseberry Juice,40
Fish Tandoori,80
Puran Poli  | Gujarati & Maharastrian | Sweet Spiced Stuffed Paratha With Jagger,80
Ginger Garlic Tofu Curry,45
Muesli and Oats Waffle with Apricots,40
Prawns Biryani,60
Rye Breakfast Sandwich With Cucumber And Eggs,30
Enchiladas Stuffed With Beans and Tartare Dip,45
Banarasi Tomato Chart,30
Jowar Jo Dodo,40
Kulith sesame chutney,25
No Bake Eggless Dark Chocolate Fudge  With Nut,40
Carrots Dill and Peanut Sada,30
Fenugreek Paneer Bhurji  in Creamy Grav,55
Manipuri Style Karotkhabi Kanghou,30
Spinach And Soya Sub Sandwich,45
Multigrain Pizza with Roasted Vegetables,170
Lebanese Fattoush Salad,35
Greek Yogurt Chocolate Mousse,30
Chettinad Keerai Mandi  With Amaranth Green,30
Carrot Tadka Raita,15
Mung Pani,40
Succotash,45
Eggless Boston Cream Cupcake,50
Chettinad Style Chickens Togayal  ,25
Thecha Paniyaram,30
Sweet Potato And Moong Sprouts Cutlet,55
Farfalle In Creamy Mushroom Sauce,30
Mangalore Bajji,80
S'mores Cake,210
Roz Gulkand Firni,70
Andhra Style Pappu Urumindi,35
Banana Stem Poriyal  With Curry Powde,30
Kerala Style Appam,230
